Name,Address,city,country,phone,email,website,facebook,instagram,twitter,googlemap,license,mon,tue,wed,thu,fri,sat,sun,image,Online_Shop,StoreFront,Recreational,Medical,Curbside_Pickup,Accessible,Security
Levicann - Keswick,488 The Queensway South,"Keswick, ON CA L4P 2E3",Canada,416-362-2420,info@levicann.com,http://www.levicann.com/,,,,https://www.google.com/maps/dir/?api=1&destination=488%20The%20Queensway%20South%20Keswick%2C%20ON%20CA%20L4P%202E3,Adult-Use Retail: CRSA1218453,10:00AM - 10:00PM,10:00AM - 10:00PM,10:00AM - 10:00PM,10:00AM - 10:00PM,10:00AM - 10:00PM,10:00AM - 10:00PM,10:00AM - 10:00PM,Y,Y,,,Y,,,https://images.weedmaps.com/dispensaries/000/312/491/avatar/1638564609-screen_shot_2021-12-03_at_34930_pm.png?fit=crop&auto=format&w=140&h=140
Northern Budzz,29 Main St W Unit 700 & 800,"Beeton, ON CA L0G 1A0",Canada,(905) 748-2010,northernbudzz@gmail.com,http://www.northernbudzz.com/,,,https://www.instagram.com/northern.budzz,https://www.google.com/maps/dir/?api=1&destination=29%20Main%20St%20W%20Unit%20700%20%26%20800%20Beeton%2C%20ON%20CA%20L0G%201A0,Adult-Use Retail: CRSA1206396,10:00AM - 9:00PM,10:00AM - 9:00PM,10:00AM - 9:00PM,10:00AM - 9:00PM,10:00AM - 9:00PM,10:00AM - 9:00PM,10:00AM - 5:00PM,Y,Y,,,Y,,,https://images.weedmaps.com/dispensaries/000/321/436/avatar/1659552517-screen_shot_2022-08-03_at_24758_pm.png?fit=crop&auto=format&w=140&h=140
CANNABIS XPRESS,8 Main Street West,"Beeton, ON CA L0G1A0",Canada,(647) 547-2890,beeton.cannabisxpress@gmail.com,http://www.cannabis-xpress.com/,,,https://www.facebook.com/CANNA.XPRESS.ONTARIO,https://www.google.com/maps/dir/?api=1&destination=8%20Main%20Street%20West%20Beeton%2C%20ON%20CA%20L0G1A0,Adult-Use Retail: CRSA1233885,11:30AM - 6:00PM,11:00AM - 8:00PM,11:00AM - 8:00PM,11:00AM - 8:00PM,11:00AM - 8:00PM,11:00AM - 8:00PM,1:00PM - 8:00PM,Y,Y,,,Y,,,https://images.weedmaps.com/dispensaries/000/315/464/avatar/1646148734-img_8238.jpeg?fit=crop&auto=format&w=140&h=140
Sessions Cannabis - Keswick,"443 The Queensway S., Unit 27","Keswick, ON CA L4P 3J4",Canada,905-535-7500,keswick@sessions.ca,https://www.sessions.ca/keswick-dispensary-menu,,,https://www.facebook.com/startyoursession,https://www.google.com/maps/dir/?api=1&destination=443%20The%20Queensway%20S.%2C%20Unit%2027%20Keswick%2C%20ON%20CA%20L4P%203J4,Adult-Use Retail: CRSA1210647,10:00AM - 5:00PM,10:00AM - 10:00PM,10:00AM - 10:00PM,10:00AM - 10:00PM,10:00AM - 10:00PM,10:00AM - 10:00PM,12:00PM - 8:00PM,Y,Y,,,,,,https://images.weedmaps.com/dispensaries/000/314/457/avatar/1643049985-sessions_logo.png?fit=crop&auto=format&w=140&h=140
Cannabis Sensation,4155 Fairview st Unit 9,"Burlington, ON CA L7L 2A4",Canada,289-337-9042,info@cannabissensation.com,http://www.cannabissensation.com/,,,https://www.facebook.com/cannabissensation,https://www.google.com/maps/dir/?api=1&destination=4155%20Fairview%20st%20Unit%209%20Burlington%2C%20ON%20CA%20L7L%202A4,Adult-Use Cultivation: CRSA1208045,10:00AM - 8:00PM,10:00AM - 8:00PM,10:00AM - 8:00PM,10:00AM - 8:00PM,10:00AM - 8:00PM,10:00AM - 8:00PM,10:00AM - 8:00PM,Y,Y,,,Y,,,https://images.weedmaps.com/dispensaries/000/312/088/avatar/1634761365-image.png?fit=crop&auto=format&w=140&h=140
Relm Cannabis - Burlington,4031 Fairview St,"Burlington, ON CA L7L 2A4",Canada,(905) 516-4031,info@relm.ca,http://www.relm.ca/,,,https://www.facebook.com/Relm%20Cannabis,https://www.google.com/maps/dir/?api=1&destination=4031%20Fairview%20St%20Burlington%2C%20ON%20CA%20L7L%202A4,Adult-Use Retail: CRSA1102043,9:00AM - 10:00PM,9:00AM - 11:00PM,9:00AM - 11:00PM,9:00AM - 11:00PM,9:00AM - 11:00PM,9:00AM - 11:00PM,10:00AM - 10:00PM,Y,Y,,,,,,https://images.weedmaps.com/dispensaries/000/311/328/avatar/1633454362-screen_shot_2021-10-05_at_11858_pm.png?fit=crop&auto=format&w=140&h=140
Meta Cannabis Supply Co. - Walker Place,3505 UPPER MIDDLE RD UNIT D003,"BURLINGTON, Ontario CA L7M4C6",Canada,OPENING SOON,info@metacannabis.com,https://www.metacannabis.com/,,,https://www.facebook.com/themetaco,https://www.google.com/maps/dir/?api=1&destination=3505%20UPPER%20MIDDLE%20RD%20UNIT%20D003%20BURLINGTON%2C%20Ontario%20CA%20L7M4C6,Adult-Use Retail: CRSA1189441,,,,,,,,Y,Y,,,,,,https://images.weedmaps.com/dispensaries/000/308/180/avatar/1619729386-meta_logo__.png?fit=crop&auto=format&w=140&h=140
Canna Cabana - Upper Middle Rd.,"3505 Upper Middle Rd, d03","Burlington, ON CA L7M 4C6",Canada,2893371212,info@cannacabana.com,https://uppermiddle.cannacabana.com/stores/canna-cabana-burlington-upper-middle,,,https://www.facebook.com/TheRealCannaCabana,https://www.google.com/maps/dir/?api=1&destination=3505%20Upper%20Middle%20Rd%2C%20d03%20Burlington%2C%20ON%20CA%20L7M%204C6,Adult-Use Retail: CRSA1189441,9:00AM - 11:00PM,9:00AM - 11:00PM,9:00AM - 11:00PM,9:00AM - 11:00PM,9:00AM - 11:00PM,9:00AM - 11:00PM,9:00AM - 11:00PM,Y,Y,,,,,,https://images.weedmaps.com/dispensaries/000/308/805/avatar/1621446087-cannacabanalogo_leaf-02.png?fit=crop&auto=format&w=140&h=140
The Hunny Pot Cannabis Co. - Burlington,1505 Guelph Line,"Burlington, ON CA L7P 3B6",Canada,(647) 598-4044,hi@thehunnypot.com,https://thehunnypot.com/,,,https://www.facebook.com/TheHunnyPotLife,https://www.google.com/maps/dir/?api=1&destination=1505%20Guelph%20Line%20Burlington%2C%20ON%20CA%20L7P%203B6,,9:00AM - 9:00PM,9:00AM - 9:00PM,9:00AM - 9:00PM,9:00AM - 10:00PM,9:00AM - 10:00PM,9:00AM - 10:00PM,10:00AM - 7:00PM,Y,Y,,,,,,https://images.weedmaps.com/dispensaries/000/309/656/avatar/1625842811-thp.jpeg?fit=crop&auto=format&w=140&h=140
Camp Cannabis,3007 New Street,"Burligton, ON CA L7R 1K3",Canada,289 635 2233,info@camp-cannabis.ca,http://www.camp-cannabis.ca/,,,https://www.facebook.com/campcannaON,https://www.google.com/maps/dir/?api=1&destination=3007%20New%20Street%20Burligton%2C%20ON%20CA%20L7R%201K3,Adult-Use Retail: CRSA1169069,11:00AM - 7:00PM,11:00AM - 7:00PM,10:00AM - 8:00PM,10:00AM - 8:00PM,10:00AM - 8:00PM,10:00AM - 8:00PM,11:00AM - 7:00PM,Y,Y,,,Y,,,https://images.weedmaps.com/dispensaries/000/306/530/avatar/1611092667-Camp_icon_green.png?fit=crop&auto=format&w=140&h=140
Sparkle Cannabis - Burlington,730 Guelph Line Unit 1,"Burlington, ON CA L7R 3N5",Canada,905-634-3033,info@sparklecannabis.ca,https://sparklecannabis.ca/,,,https://www.facebook.com/SparkleCanna,https://www.google.com/maps/dir/?api=1&destination=730%20Guelph%20Line%20Unit%201%20Burlington%2C%20ON%20CA%20L7R%203N5,Adult-Use Retail: CRSA1225916,9:00AM - 10:00PM,9:00AM - 10:00PM,9:00AM - 10:00PM,9:00AM - 11:00PM,9:00AM - 11:00PM,9:00AM - 11:00PM,9:00AM - 9:00PM,Y,Y,,,Y,,,https://images.weedmaps.com/dispensaries/000/314/345/avatar/1649610791-sparklelogo.png?fit=crop&auto=format&w=140&h=140
The House of Cannabis - Keswick,"1 Church Street, Suite 9","Keswick, ON CA L4P 0L1",Canada,289-803-9462,keswick@thehousecannabis.ca,http://www.thehousecannabis.ca/,,,,https://www.google.com/maps/dir/?api=1&destination=1%20Church%20Street%2C%20Suite%209%20Keswick%2C%20ON%20CA%20L4P%200L1,Adult-Use Retail: CRSA1208278,10:00AM - 8:00PM,10:00AM - 8:00PM,10:00AM - 8:00PM,10:00AM - 8:00PM,9:00AM - 10:00PM,9:00AM - 10:00PM,10:00AM - 8:00PM,Y,Y,,,,,,https://images.weedmaps.com/dispensaries/000/310/202/avatar/1633452195-keswick.jpeg?fit=crop&auto=format&w=140&h=140
Canna Cabana - Burlington,2400 Guelph Line unit 2,"Burlington, ON CA L7P 4M7",Canada,(289) 337-4422,info@cannacabana.com,https://cannacabana.com/on/burlington/burlington/?utm_source=google&utm_medium=organic&utm_campaign=GMB&utm_content=Burlington,,,,https://www.google.com/maps/dir/?api=1&destination=2400%20Guelph%20Line%20unit%202%20Burlington%2C%20ON%20CA%20L7P%204M7,Adult-Use Retail: CRSA1172437,9:00AM - 11:00PM,9:00AM - 11:00PM,9:00AM - 11:00PM,9:00AM - 11:00PM,9:00AM - 11:00PM,9:00AM - 11:00PM,9:00AM - 11:00PM,Y,Y,,,Y,,,https://images.weedmaps.com/dispensaries/000/304/771/avatar/1603123181-1585146215-cc_logoicon.jpg?fit=crop&auto=format&w=140&h=140
Your Local Cannabis - Newcastle,2-45 King Ave W,"Newcastle, ON CA L1B 1L1",Canada,905 446 2550,highnewcastle@yourlocalcannabis.com,https://yourlocalcannabis.com/,,,https://www.instagram.com/ylccanada,https://www.google.com/maps/dir/?api=1&destination=2-45%20King%20Ave%20W%20Newcastle%2C%20ON%20CA%20L1B%201L1,Adult-Use Retail: CRSA1185592,9:00AM - 10:00PM,9:00AM - 10:00PM,9:00AM - 10:00PM,9:00AM - 11:00PM,9:00AM - 11:00PM,9:00AM - 11:00PM,9:00AM - 10:00PM,Y,Y,,,,,,https://images.weedmaps.com/dispensaries/000/307/216/avatar/1614026250-Screen_Shot_2021-02-22_at_3.36.33_PM.png?fit=crop&auto=format&w=140&h=140
Central Plains Cannabis - Newcastle / Clarington,34 Beaver Street North,"Newcastle / Clarington, ON CA L1B 1H6",Canada,(905) 987 1767,info@centralplainscannabis.com,http://www.centralplainscannabis.com/,,,https://www.facebook.com/Central-Plains-Cannabis-100676052020089,https://www.google.com/maps/dir/?api=1&destination=34%20Beaver%20Street%20North%20Newcastle%20%2F%20Clarington%2C%20ON%20CA%20L1B%201H6,Adult-Use Retail: CRSA1176503,9:00AM - 10:00PM,9:00AM - 10:00PM,9:00AM - 10:00PM,9:00AM - 10:00PM,9:00AM - 10:00PM,9:00AM - 10:00PM,9:00AM - 10:00PM,Y,Y,,,Y,,,https://images.weedmaps.com/dispensaries/000/306/238/avatar/1613091912-CPC__Badge-01.png?fit=crop&auto=format&w=140&h=140
Budders Cannabis - Acton,372 Queen St Unit 4,"Acton, ON CA L7J2Y5",Canada,5198531444,info@budderscannabis.com,https://budderscannabis.ca/,,,,https://www.google.com/maps/dir/?api=1&destination=372%20Queen%20St%20Unit%204%20Acton%2C%20ON%20CA%20L7J2Y5,Adult-Use Retail: CRSA1193502,10:00AM - 8:00PM,10:00AM - 8:00PM,10:00AM - 8:00PM,10:00AM - 9:00PM,10:00AM - 9:00PM,10:00AM - 9:00PM,10:00AM - 7:00PM,Y,Y,,,Y,,,https://images.weedmaps.com/dispensaries/000/307/854/avatar/1619095912-1602811646-budders_cannabis_toronto_dispensary_.jpeg?fit=crop&auto=format&w=140&h=140
Cannabis Supply Co - St. Catharines,"314 Lake St, Unit 4","St. Catherines, ON CA L2N 4H4",Canada,905-646-1006,hello@cannabissupplyco.ca,https://cannabissupplyco.ca/,,,https://www.facebook.com/Cannabis%20Supply%20Co.,https://www.google.com/maps/dir/?api=1&destination=314%20Lake%20St%2C%20Unit%204%20St.%20Catherines%2C%20ON%20CA%20L2N%204H4,,10:00AM - 8:00PM,10:00AM - 8:00PM,10:00AM - 8:00PM,10:00AM - 8:00PM,10:00AM - 8:00PM,10:00AM - 8:00PM,10:00AM - 8:00PM,Y,Y,,,,,,https://images.weedmaps.com/dispensaries/000/306/420/avatar/1644427163-cannabis_block_logo_colour.jpg?fit=crop&auto=format&w=140&h=140
Sessions Cannabis - St. Catharines,"367 Lake St, Unit 3","St. Catharines, ON CA L2N 4H5",Canada,905-646-5386,st.catharines@sessions.ca,https://www.sessions.ca/st-catharines-dispensary-menu,,,https://www.facebook.com/startyoursession,https://www.google.com/maps/dir/?api=1&destination=367%20Lake%20St%2C%20Unit%203%20St.%20Catharines%2C%20ON%20CA%20L2N%204H5,Adult-Use Retail: CRSA1205172,10:00AM - 5:00PM,10:00AM - 10:00PM,10:00AM - 10:00PM,10:00AM - 10:00PM,10:00AM - 10:00PM,10:00AM - 10:00PM,10:00AM - 8:00PM,Y,Y,,,,,,https://images.weedmaps.com/dispensaries/000/310/919/avatar/1632768028-1608740292-sessions_cannabis_logo.png?fit=crop&auto=format&w=140&h=140
UpHi Cannabis Emporium,284-286 GENEVA ST UNIT 7,"St Catharines, ON CA L2N 2E8",Canada,(289) 362-3458,info@uphicannabis.com,https://www.uphicannabis.com/,,,https://www.facebook.com/uphiemporium,https://www.google.com/maps/dir/?api=1&destination=284-286%20GENEVA%20ST%20UNIT%207%20St%20Catharines%2C%20ON%20CA%20L2N%202E8,Adult-Use Retail: CRSA1201153,10:00AM - 10:00PM,10:00AM - 10:00PM,10:00AM - 10:00PM,10:00AM - 10:00PM,10:00AM - 10:00PM,10:00AM - 10:00PM,10:00AM - 8:00PM,Y,Y,,,Y,,,https://images.weedmaps.com/dispensaries/000/308/979/avatar/1622467406-screen_shot_2021-05-31_at_92257_am.png?fit=crop&auto=format&w=140&h=140
Canada Buds - St. Catharines,595 Carlton Unit#28,"St. Catharines, ON CA L2M 4Y2",Canada,9059352102,canadabudsincorporated@gmail.com,http://www.canada-buds.ca/,,,https://www.facebook.com/canadabudds-103729504342993,https://www.google.com/maps/dir/?api=1&destination=595%20Carlton%20Unit%2328%20St.%20Catharines%2C%20ON%20CA%20L2M%204Y2,Adult-Use Retail: CRSA1206979,9:00AM - 9:00PM,9:00AM - 9:00PM,9:00AM - 9:00PM,9:00AM - 9:00PM,9:00AM - 10:00PM,9:00AM - 10:00PM,11:00AM - 7:00PM,Y,Y,,,Y,,,https://images.weedmaps.com/dispensaries/000/314/615/avatar/1659026029-canadabuds__instalogo_1_.jpg?fit=crop&auto=format&w=140&h=140
BUDSSMOKE - Burlington,2017 Lakeshore Road,"Burlington, ON CA L7R 1A1",Canada,905-637-2837,burlington@budssmoke.com,http://budssmoke.com/,,,https://www.instagram.com/@budssmokestores,https://www.google.com/maps/dir/?api=1&destination=2017%20Lakeshore%20Road%20Burlington%2C%20ON%20CA%20L7R%201A1,,9:00AM - 10:00PM,10:00AM - 10:00PM,10:00AM - 10:00PM,10:00AM - 10:00PM,10:00AM - 11:00PM,10:00AM - 11:00PM,11:00AM - 9:00PM,Y,Y,,,Y,,,https://images.weedmaps.com/dispensaries/000/308/212/avatar/1626361193-unnamed.png?fit=crop&auto=format&w=140&h=140
Burlington Cannabis Co.,"2025 Upper Middle Rd, Unit 24","Burlington, ON CA L7P 4K1",Canada,905-332-0420,burlingtoncannabisco@gmail.com,https://www.burlingtoncannabisco.ca/,,,https://www.facebook.com/burlingtoncanna,https://www.google.com/maps/dir/?api=1&destination=2025%20Upper%20Middle%20Rd%2C%20Unit%2024%20Burlington%2C%20ON%20CA%20L7P%204K1,Adult-Use Retail: CRSA1203061,9:00AM - 10:00PM,9:00AM - 10:00PM,9:00AM - 10:00PM,9:00AM - 10:00PM,9:00AM - 11:00PM,9:00AM - 11:00PM,9:00AM - 9:00PM,Y,Y,,,,,,https://images.weedmaps.com/dispensaries/000/311/199/avatar/1632843261-screen_shot_2021-09-28_at_113401_am.png?fit=crop&auto=format&w=140&h=140
TREES Cannabis - St. Catharines,395 Ontario St Suite B2,"St. Catharines, ON CA L2N7N6",Canada,(289) 438-8321,stcatharines@treescannabis.ca,https://treescannabis.ca/shop/st-catharines/?,https://www.facebook.com/treescannabis,https://www.instagram.com/trees_cannabis,https://twitter.com/trees_cannabis,https://www.google.com/maps/dir/?api=1&destination=395%20Ontario%20St%20Suite%20B2%20St.%20Catharines%2C%20ON%20CA%20L2N7N6,Adult-Use Retail: CRSA1177942,11:00AM - 8:00PM,11:00AM - 8:00PM,11:00AM - 8:00PM,10:00AM - 9:00PM,10:00AM - 9:00PM,10:00AM - 9:00PM,11:00AM - 8:00PM,Y,Y,,,Y,,,https://images.weedmaps.com/dispensaries/000/304/095/avatar/1623932129-download__1_.png?fit=crop&auto=format&w=140&h=140
Paramount Cannabis - Burlington,1200 Brant Street Unit 4,"Burlington, ON CA L7P 5C6",Canada,905-336-1700,social@paramountcannabis.ca,https://www.paramountcannabis.ca/burlington/?,,,https://www.facebook.com/paramountcanna,https://www.google.com/maps/dir/?api=1&destination=1200%20Brant%20Street%20Unit%204%20Burlington%2C%20ON%20CA%20L7P%205C6,,10:00AM - 10:00PM,10:00AM - 10:00PM,10:00AM - 10:00PM,10:00AM - 10:00PM,10:00AM - 10:00PM,10:00AM - 10:00PM,10:00AM - 10:00PM,Y,Y,,,Y,,,https://images.weedmaps.com/dispensaries/000/309/103/avatar/1623266790-1619622694-paramount-logo-p-only.jpg?fit=crop&auto=format&w=140&h=140
Spark Cannabis - Cookstown,12 Queen St.,"Cookstown, ON CA L0L 1L0",Canada,(705) 458-0191,info@sparkonline.ca,http://www.sparkonline.ca/,,,https://www.instagram.com/sparkcookstown,https://www.google.com/maps/dir/?api=1&destination=12%20Queen%20St.%20Cookstown%2C%20ON%20CA%20L0L%201L0,Adult-Use Retail: CRSA1243327,10:00AM - 8:00PM,10:00AM - 8:00PM,10:00AM - 8:00PM,10:00AM - 8:00PM,10:00AM - 8:00PM,10:00AM - 8:00PM,10:00AM - 8:00PM,Y,Y,,,,,,https://images.weedmaps.com/dispensaries/000/327/079/avatar/1666964222-4d66cba7-abac-47f2-be53-64d5eae14166.png?fit=crop&auto=format&w=140&h=140
Welcome Burlington,1401 Plains RD E Unit 5,"Burlington, ON CA L7R0C2",Canada,9056395560,burlington@welcomecannabis.ca,https://welcomecannabis.ca/,,,https://www.instagram.com/welcomecannabis,https://www.google.com/maps/dir/?api=1&destination=1401%20Plains%20RD%20E%20Unit%205%20Burlington%2C%20ON%20CA%20L7R0C2,Adult-Use Retail: CSRA1172503,9:00AM - 9:00PM,9:00AM - 9:00PM,9:00AM - 9:00PM,9:00AM - 9:00PM,9:00AM - 9:00PM,9:00AM - 9:00PM,11:00AM - 6:00PM,Y,Y,,,Y,,,https://images.weedmaps.com/dispensaries/000/303/958/avatar/1597344815-Screen_Shot_2020-08-13_at_2.51.18_PM.png?fit=crop&auto=format&w=140&h=140
High Leaf Cannabis,359 Carlton St Unit # 9,"st catharines, ON CA L2N 11C2",Canada,2892732782,highleafcannabis@gmail.com,http://www.highleafcannabis.com/,,,,https://www.google.com/maps/dir/?api=1&destination=359%20Carlton%20St%20Unit%20%23%209%20st%20catharines%2C%20ON%20CA%20L2N%2011C2,Adult-Use Retail: CRSA1172676,10:00AM - 8:00PM,10:00AM - 8:00PM,10:00AM - 8:00PM,10:00AM - 8:00PM,10:00AM - 8:00PM,10:00AM - 8:00PM,10:00AM - 6:00PM,Y,Y,,,Y,,,https://images.weedmaps.com/dispensaries/000/308/826/avatar/1621543736-logo-5-1glow-transparent__3_.png?fit=crop&auto=format&w=140&h=140
The Canadian Cannabis Store,31 King Street North,"Cookstown, ON CA L0L 1L0",Canada,705-458-0777,info@thecanadiancannabisstore.org,http://thecanadiancannabisstore.org/,,,https://www.facebook.com/The-Canadian-Cannabis-Store-104771881573421,https://www.google.com/maps/dir/?api=1&destination=31%20King%20Street%20North%20Cookstown%2C%20ON%20CA%20L0L%201L0,Adult-Use Retail: CROL1175730,10:00AM - 8:00PM,10:00AM - 8:00PM,10:00AM - 8:00PM,10:00AM - 8:00PM,10:00AM - 8:00PM,10:00AM - 8:00PM,10:00AM - 8:00PM,Y,Y,,,,,,https://images.weedmaps.com/dispensaries/000/309/178/avatar/1623773066-color_logo_with_background.png?fit=crop&auto=format&w=140&h=140
T CANNABIS - Acton,38 Mill St E,"Acton, ON CA L7J 1H2",Canada,519-853-9898,staff@tcann.ca,https://tcann.ca/,,,,https://www.google.com/maps/dir/?api=1&destination=38%20Mill%20St%20E%20Acton%2C%20ON%20CA%20L7J%201H2,Adult-Use Retail: CRSA1188757,9:00AM - 9:00PM,9:00AM - 9:00PM,9:00AM - 9:00PM,9:00AM - 9:00PM,9:00AM - 9:00PM,9:00AM - 9:00PM,10:00AM - 6:00PM,Y,Y,,,,,,https://images.weedmaps.com/dispensaries/000/305/154/avatar/1604081022-1597886932-logosmallv2socmedia.jpg?fit=crop&auto=format&w=140&h=140
Value Buds - Maple Mews,1235 Fairview St Unit A,"Burlington, ON CA L7S 2H9",Canada,(905) 631-0001,2040008store@valuebuds.com,https://valuebuds.com/,,,https://twitter.com/value_buds,https://www.google.com/maps/dir/?api=1&destination=1235%20Fairview%20St%20Unit%20A%20Burlington%2C%20ON%20CA%20L7S%202H9,Adult-Use Retail: CRSA1194327,10:00AM - 10:00PM,10:00AM - 10:00PM,10:00AM - 10:00PM,10:00AM - 10:00PM,10:00AM - 10:00PM,10:00AM - 10:00PM,10:00AM - 10:00PM,Y,Y,,,,,,https://images.weedmaps.com/dispensaries/000/313/973/avatar/1639082940-value-buds_1920x1920_.jpeg?fit=crop&auto=format&w=140&h=140
Hey Bud,5001 Greenlane road unit 4,"Beamsville, ON CA L0R 1B3",Canada,905-739-0717,Info@hey-bud.ca,http://www.hey-bud.ca/,,,https://www.instagram.com/heybudbeamsville,https://www.google.com/maps/dir/?api=1&destination=5001%20Greenlane%20road%20unit%204%20Beamsville%2C%20ON%20CA%20L0R%201B3,Adult-Use Retail: CRSA1208760,9:00AM - 11:00PM,9:00AM - 11:00PM,9:00AM - 11:00PM,9:00AM - 11:00PM,9:00AM - 11:00PM,9:00AM - 11:00PM,9:00AM - 11:00PM,Y,Y,,,Y,,,https://images.weedmaps.com/dispensaries/000/315/606/avatar/1650549046-hb_logo.JPG?fit=crop&auto=format&w=140&h=140
The Hunny Pot Cannabis Co. - St. Catharines,495 Welland Ave,"St. Catharines, ON CA L2M 5V2",Canada,(647) 598-4044,hi@thehunnypot.com,https://thehunnypot.com/,,,https://www.facebook.com/TheHunnyPotLife,https://www.google.com/maps/dir/?api=1&destination=495%20Welland%20Ave%20St.%20Catharines%2C%20ON%20CA%20L2M%205V2,,9:00AM - 9:00PM,9:00AM - 9:00PM,9:00AM - 9:00PM,9:00AM - 10:00PM,9:00AM - 10:00PM,9:00AM - 10:00PM,10:00AM - 7:00PM,Y,Y,,,,,,https://images.weedmaps.com/dispensaries/000/309/662/avatar/1625851170-thp.jpeg?fit=crop&auto=format&w=140&h=140
Green Grove Cannabis - Erin,2 Thompson Crescent unit 6,"Erin, ON CA N0B 1T0",Canada,(519) 215-7058,erin.managment@greengrove.ca,https://www.greengrove.ca/,,,https://www.facebook.com/greengrovecanna,https://www.google.com/maps/dir/?api=1&destination=2%20Thompson%20Crescent%20unit%206%20Erin%2C%20ON%20CA%20N0B%201T0,Adult-Use Retail: CRSA1228982,10:00AM - 8:00PM,10:00AM - 8:00PM,10:00AM - 8:00PM,10:00AM - 8:00PM,10:00AM - 8:00PM,10:00AM - 8:00PM,10:00AM - 8:00PM,Y,Y,,,Y,,,https://images.weedmaps.com/dispensaries/000/321/628/avatar/1660409948-1080ptanlogobg.png?fit=crop&auto=format&w=140&h=140
Village Buds,30 Crawford Crescent Unit 1C,"Campbellville, ON CA L0P 1B0",Canada,905-854-8209,info@villagebuds.com,https://villagebuds.com/,,,https://www.facebook.com/villagebuds,https://www.google.com/maps/dir/?api=1&destination=30%20Crawford%20Crescent%20Unit%201C%20Campbellville%2C%20ON%20CA%20L0P%201B0,,10:00AM - 8:00PM,10:00AM - 8:00PM,10:00AM - 8:00PM,10:00AM - 8:00PM,10:00AM - 8:00PM,10:00AM - 7:00PM,10:00AM - 6:00PM,Y,Y,,,Y,,,https://images.weedmaps.com/dispensaries/000/310/042/avatar/1635895232-34b49563-6a08-4edd-ae68-9066e4ca1091.JPG?fit=crop&auto=format&w=140&h=140
BUDSSMOKE - St. Catharines,186 Lake Street,"St. Catharines, ON CA L2R 5Y9",Canada,289-816-2837,info@budssmoke.com,https://budssmoke.com/186-lake-street-st-catharines/,,,https://www.instagram.com/@budssmokestcats,https://www.google.com/maps/dir/?api=1&destination=186%20Lake%20Street%20St.%20Catharines%2C%20ON%20CA%20L2R%205Y9,Adult-Use Retail: CRSA1205774,9:00AM - 9:00PM,9:00AM - 9:00PM,9:00AM - 9:00PM,9:00AM - 9:00PM,9:00AM - 9:00PM,10:00AM - 9:00PM,12:00PM - 8:00PM,Y,Y,,,Y,,,https://images.weedmaps.com/dispensaries/000/308/932/avatar/1622144136-screen_shot_2021-05-27_at_33249_pm.png?fit=crop&auto=format&w=140&h=140
Spot420 The Cannabis Store - Erin,76 Main St,"Erin, ON CA N0B 1T0",Canada,519-315-7768,erinspot420@gmail.com,https://www.spot420.ca/,,,,https://www.google.com/maps/dir/?api=1&destination=76%20Main%20St%20Erin%2C%20ON%20CA%20N0B%201T0,Adult-Use Retail: CRSA1232383,9:00AM - 10:00PM,9:00AM - 10:00PM,9:00AM - 10:00PM,9:00AM - 10:00PM,9:00AM - 10:00PM,9:00AM - 10:00PM,9:00AM - 9:00PM,Y,Y,,,,,,https://images.weedmaps.com/dispensaries/000/314/697/avatar/1644521874-spot420.jpeg?fit=crop&auto=format&w=140&h=140
Toke Cannabis - St. Catharines,"243 Welland Ave, St.","St. Catharines, Ontario CA L2R 2P6",Canada,(289) 362-5885,stcatharines@tokecannabis.com,https://www.tokecannabis.com/store/?store_id=2481#/menu,,,https://www.facebook.com/@tokecannabiz,https://www.google.com/maps/dir/?api=1&destination=243%20Welland%20Ave%2C%20St.%20St.%20Catharines%2C%20Ontario%20CA%20L2R%202P6,Adult-Use Retail: CRSA1174193,9:00AM - 10:00PM,9:00AM - 10:00PM,9:00AM - 10:00PM,9:00AM - 10:00PM,9:00AM - 11:00PM,9:00AM - 11:00PM,9:00AM - 8:00PM,Y,Y,,,Y,,,https://images.weedmaps.com/dispensaries/000/305/633/avatar/1615431720-tokestc.jpg?fit=crop&auto=format&w=140&h=140
Friendly Stranger Cannabis Culture Shop - Burlington,1025 Plains Rd E,"Burlington, ON CA L7T 1H3",Canada,289.816.0990,plainsroad@friendlystranger.com,https://friendlystranger.com/pages/click-and-collect-burlington,,,https://www.facebook.com/FriendlyStrangerBurlington,https://www.google.com/maps/dir/?api=1&destination=1025%20Plains%20Rd%20E%20Burlington%2C%20ON%20CA%20L7T%201H3,,10:00AM - 9:00PM,10:00AM - 9:00PM,10:00AM - 10:00PM,10:00AM - 10:00PM,10:00AM - 10:00PM,10:00AM - 10:00PM,10:00AM - 8:00PM,Y,Y,,,Y,,,https://images.weedmaps.com/dispensaries/000/302/958/avatar/1591213994-The_Friendly_Stranger_Logo.jpeg?fit=crop&auto=format&w=140&h=140
